Case_ID,PUBLISH DATE,PUBLISH TIME,AUTHOR,COMMENT,SOURCE,URL,SENTIMENT,COMMENT TYPE,AREAS AFFECTED,WEIBO TYPE
Weibo_P_1187,08/11/2016,1936,DE02管理学院赴辽宁沈阳社会实践 ,#2016东北大学暑期社会实践# #暑期社会实践—青春在路上# @东北大学团委 @东北大学工商管理学院团委 “你们认为我们公司会怎么教育员工？‘你会年入百万？’像传销洗脑一样？不，保险不是传销，保险更不是诈骗。保险是这个社会的润滑剂。责任感比什么都重要”——中宏保险公司经理人 ,Reader,http://weibo.com/5334152092/E35Mf43z6?refer_flag=1001030103_&type=comment#_rnd1470920863568,Neutral,G,Corporate Brands,Sina
Weibo_P_1188,08/11/2016,2018,Lina娜姐0正能量每一天  ,置顶 中宏保险总部上海AMO个险管理部（工作地点：虹口龙之梦职场）正在招募“网络及数字化培训管理”和“多媒体课件制作”岗位中，欢迎推荐有相关工作经验的人才进入中宏官方网站在线投简历（见以下附图）。优选、乐业、在中宏！ ,Reader,http://weibo.com/2658054107/E363a4W93?refer_flag=1001030103_&type=comment#_rnd1470920975486,Neutral,G,Recruitment,Sina
Weibo_P_1189,08/12/2016,700,金融招聘,"【财融圈 热门职位】【职位编号】：20160812001  #上海全职##财务招聘#中宏人寿保险有限公司招聘【增值税管理岗】, 2016-10-31 截止，@财融圈 ,投递链接:O网页链接 ",Reader,http://weibo.com/2770959335/E3afIAfGA?refer_flag=1001030103_&type=comment,Neutral,G,Recruitment,Sina
Weibo_P_1190,08/12/2016,954,财务招聘 ,"【财融圈 热门职位】 #上海全职##财务招聘# 中宏人寿保险有限公司招聘【增值税管理岗】, 2016-10-31 截止，@财融圈@财融圈招聘@财务招聘@金融招聘，投递请登录财融圈O网页链接 ",Reader,http://weibo.com/5376090948/E3bojFr4k?refer_flag=1001030103_&type=comment#_rnd1470978958150,Neutral,G,Recruitment,Sina
Weibo_P_1191,08/12/2016,1740,南宫一点红 ,另悉，李会朋，历任新华保险，平安保险，中宏保险，百年人寿等保险公司的业务员进行诈骗，同时兼任房产公司代言人和参加各种商业活动谋取个人利益，数罪并罚，永久开除党籍，剥夺政治权利终身，不得上诉，并判处有期徒刑70年。,Reader,http://weibo.com/3053682722/E3erC3b8u?refer_flag=1001030103_&type=comment,Negative,G,Employee Information,Sina
Weibo_P_1192,08/12/2016,1741,南宫一点红 ,另悉，李会朋，历任新华保险，平安保险，中宏保险，百年人寿等保险公司的业务员进行诈骗，同时兼任房产公司代言人和参加各种商业活动谋取个人利益，数罪并罚，永久开除党籍，剥夺政治权利终身，不得上诉，并判处有期徒刑70年。@南宫一点红另悉，李会朋，历任新华保险，平安保险，中宏保险，百年人寿等保险公司的业务员进行诈骗，同时兼任房产公司代言人和参加各种商业活动谋取个人利益，数罪并罚，永久开除党籍，剥夺政治权利终身，不得上诉，并判处有期徒刑70年。,Reader,http://weibo.com/3053682722/E3esdySIz?refer_flag=1001030103_&type=comment,Negative,G,Employee Information,Sina
Weibo_P_1193,08/12/2016,1830,瑛行  ,O网页链接 每一步，都是为了贴近客户 每一步，都是为了服务市场 中宏保险以客为尊 ,Reader,http://weibo.com/1225714964/E3eLL6YNF?refer_flag=1001030103_&type=comment,Neutral,G,Corporate Brands,Sina
Weibo_P_1194,08/12/2016,2127,密斯克莱尔 ,今天终于做了一次成功的丹麦吐司，味道得明天吃。丹麦吐司总得黄油比磅蛋糕还多，热量肯定不得了。收到了抽奖得来的中宏保险送的花，谢谢文曦小主，祝你早日找到喜欢的人。终于到周五了，本想看看小说，结果胃不舒服。下周要去给胃杀菌了。 ,Reader,http://weibo.com/1770568780/E3fVVsyNJ?refer_flag=1001030103_&type=comment#_rnd1471053755902,Neutral,G,Sponsored Events,Sina
Weibo_P_1195,08/13/2016,2335,沐小棐,参加中宏保险公司组织的亲子DIY蛋糕活动，和儿子共同完成了彼此人生中的第一个蛋糕。,Reader,http://weibo.com/2565982413/E3qcavdVv?refer_flag=1001030103_,Neutral,G,Sponsored Events,Sina
Weibo_P_1196,08/15/2016,900,卫小佳  ,"叫什么中宏保险的也是第一时间知道了我儿子出生信息，我说除了亲戚医院派出所，没有任何人知道这么详细的信息，我要报警了，请到时候配合警方工作，然后再也没打我电话，结果过了1年多，人保的打电话来了。。。。//@ConnieTse:转发微博 





@和菜头 

一早接了一个推销股票的广告电话，我问她：“请问您是从哪里得到我的电话号码的？”她很不耐烦地回答我说：“现在哪儿不能买啊？电话公司、网站，哪儿哪儿都能买！”为什么在一个社会里，这些杂碎会活得那么理直气壮呢？反而是好人活得很抱歉，很小心呢？ ",Reader,http://weibo.com/93900/E3Dk9eGRy?from=page_10050593900_profile&wvr=6&mod=weibotime&type=comment,Negative,G,Corporate Brands,Sina
Weibo_P_1197,08/15/2016,1140,财务招聘 ,"【财融圈 热门职位】 #上海全职##税务招聘# 中宏人寿保险有限公司招聘【增值税管理岗】, 2016-10-31 截止，@财融圈@财融圈招聘@财务招聘@金融招聘，投递请登录财融圈O网页链接 ",Reader,http://weibo.com/5376090948/E3EmQiW68?refer_flag=1001030103_&type=comment#_rnd1471239118075,Neutral,G,Recruitment,Sina
Weibo_P_1198,08/15/2016,1126,kk ,李会朋，历任新华保险，平安保险，中宏保险，百年人寿等保险公司的业务员进行诈骗，同时兼任房产公司代言人和参加各种商业活动谋取个人利益，数罪并罚，永久开除党籍，剥夺政治权利终身，不得上诉，并判处有期徒刑70年。,Reader,http://t.qq.com/p/t/507270070689298,Negative,G,Employee Information,Tencent
Weibo_P_1199,08/16/2016,844,娇媚雪山包  ,来自加拿大的 【中宏保险 】，被上海市政府评选获得2016年上海企业社会责任优秀案例年度责任创新奖，加拿大驻上海总领事艾伟敦先生亲自出席了颁奖典礼。—by我服务的公司 ,Reader,http://weibo.com/2719870547/E3ME5wEhg?refer_flag=1001030103_&type=comment#_rnd1471325649101,Positive,G,Corporate Brands,Sina
Weibo_P_1200,08/17/2016,2020,衰淑鱼,中宏保险20周年庆特别活动（有手机的都可以参加），公司在8月18日(明天)，将投入200万准备了100%中奖的[坏笑][坏笑][坏笑]纯抽奖活动，最低也能中个20元礼品。具体连接，今晚十二点后会在朋友圈送上，需点对点发连接给你的请留言或点赞吧。,Reader,http://t.qq.com/p/t/508670079761689,Neutral,G,Sponsored Events,Tencent
Weibo_P_1201,08/17/2016,2308,九鼎团队吴海静 ,值中宏保险20周年庆，两百万豪礼大回馈，8月18日凌晨起，两周内送出总价超过200万豪礼！扫码加微信，我将会发专属链接给大家，手指一戳，100%中奖，18号准备好接收，转发给你们的亲朋好友，同样有效，皆大欢喜、普天同庆，期待您的共同参与！活动日期：2016年8月18日—8月31日！ ,Reader,http://weibo.com/3118836573/E41Jl5Zwh?refer_flag=1001030103_&type=comment#_rnd1471484277074,Neutral,G,Sponsored Events,Sina
Weibo_P_1202,08/18/2016,815,澹台葳蕤,中宏保险20周年庆，200万好礼巨献。点亮祝福，精英生活和幸福家庭任选，抽奖种类会有提示也可以参考我之前朋友圈，祝大家好运，100%中奖哦，也可发送给你的朋友参与。PS需要留下真实姓名和电话，不喜欢的请忽略，早安！O网页链接 2无锡·太湖街区 ,Reader,http://weibo.com/1558756875/E45jrk5oA?refer_flag=1001030103_&type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1203,08/18/2016,1025,钱永 ,中宏保险 http://url.cn/2EIhG1g,Reader,http://t.qq.com/p/t/486379113957861,Neutral,G,Corporate Brands,Tencent
Weibo_P_1204,08/18/2016,1620,财务招聘 ,"【财融圈 热门职位】 #上海全职##税务招聘# 中宏人寿保险有限公司招聘【增值税管理岗】, 2016-10-31 截止，@财融圈@财融圈招聘@财务招聘@金融招聘，投递请登录财融圈O网页链接 ",Reader,http://weibo.com/5376090948/E48tZ8hke?refer_flag=1001030103_&type=comment#_rnd1471518043086,Neutral,G,Recruitment,Sina
Weibo_P_1205,08/18/2016,2327,wineyhong,#中宏保险# 不错这抽奖100%中啊  太惊喜 碎觉碎觉 2上海·淮海路 ,Reader,http://weibo.com/2437432481/E4bhnpGGq?refer_flag=1001030103_&type=comment#_rnd1471569390667,Neutral,G,Sponsored Events,Sina
Weibo_P_1206,08/20/2016,2314,全村儿人的骄傲杨飘逸, 有保险吗？@中宏保险,Reader,http://weibo.com/5498943829/E4u3lkmSg?refer_flag=1001030103_,Neutral,G,Products/Service,Sina
Weibo_P_1207,08/20/2016,2324,全村儿人的骄傲杨飘逸,这有什么不敢的，不过要先买份保险@中宏保险,Reader,http://weibo.com/5498943829/E4u7geKU3?refer_flag=1001030103_,Neutral,G,Products/Service,Sina
Weibo_P_1208,08/21/2016,912,澹台葳蕤  ,【中宏保险】其实小孩子的重疾险相当便宜，但家长们宁愿给孩子买玩具、买高档商品、送孩子上昂贵的补习班、带孩子这里那里消费，也不愿意为孩子买份健康保障！真心不要抗拒保险，说实在的只不过是把你的钱转到保险公司开了个健康账户而已，你的钱还是你的钱，却很好地为家人的健康风险多了个护身符，何乐而不为呢？趁早规划不会错，未雨绸缪是先见！！！ 2无锡·华庄街区 ,Reader,http://weibo.com/1558756875/E4xXQChGf?refer_flag=1001030103_&type=comment#_rnd1471751014672,Neutral,G,Products/Service,Sina
Weibo_P_1209,08/21/2016,1441,Lina娜姐0正能量每一天  , 中宏保险总部上海AMO个险管理部（工作地点：虹口龙之梦职场）正在招募：“网络及数字化培训管理”、“多媒体课件制作”、“招聘与发展支持”岗位中，欢迎推荐有相关工作经验的人才进入中宏官方网站在线投简历（见以下附图）。优选、乐业、在中宏！ ,Reader,http://weibo.com/2658054107/E4A7wy16j?refer_flag=1001030103_&type=comment#_rnd1471766676143,Neutral,G,Recruitment,Sina
Weibo_P_1210,08/21/2016,1542,菲利斯比萨店  ,Felice Pizza携手中宏保险，举办的亲子活动。让家长和小朋友共同了解比萨文化和制作过程，能够亲自动手，共同制作出属于自己的美味比萨，🍕通过活动，能帮助小朋友增强动手能力，激发创作能力，又能实现家长与小朋友的互动，培养和促进亲子感情。 ,Reader,http://weibo.com/2545518002/E4Aw3rorH?refer_flag=1001030103_&type=comment#_rnd1471772232850,Neutral,G,Sponsored Events,Sina
Weibo_P_1211,08/21/2016,1525,junzilan72566 ,中宏保险 ,Reader,http://weibo.com/5419073226/E4Apvt0UB?refer_flag=1001030103_&type=comment,Neutral,G,Corporate Brands,Sina
Weibo_P_1212,08/22/2016,1010,王54175 ,"中宏保险20周年庆回馈活动，200万壕礼 等您拿：  无需购买任何产品  无需关注任何帐号  无需提供任何截屏  只要动动手指，人人都有礼！中奖 100%！  携程5000元礼品卡  Blueair 空气净化器  迪卡侬1000元购物卡  新秀丽拉杆箱 赶快通知你所有的朋友一起参加吧！ 





@王54175 

O网页链接 ",Reader,http://weibo.com/5895940940/E4HM3uFkV?refer_flag=1001030103_&type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1213,08/22/2016,2127,聊城大学数科院分团委 ,#青春建功十三五 携手共筑中国梦##激情数科，青春洋溢#为了解公司管理理念，增进同学们对公司管理工作的认识与了解，为以后更好地进入公司工作打下基础。8月16日，数学科学学院社会实践小分队前往中宏保险公司开展“探寻经营之道”活动。聊城大学共青团 山东团省委学校部,Reader,http://t.qq.com/p/t/453116018303371,Neutral,G,Corporate Brands,Tencent
Weibo_P_1214,08/24/2016,1953,瑛行  ,未来，已来，等你拥抱…… 赢家，已在，中宏平台…… 优选、乐业、在中宏！  中宏保险四川分公司十周年庆系列活动之1 #拥抱未来 赢在中宏 事业说明会# ,Reader,http://weibo.com/1225714964/E54ruzuBi?refer_flag=1001030103_&type=comment#_rnd1472046859368,Neutral,G,Corporate News,Sina
Weibo_P_1215,08/25/2016,1655,Fern201607,看懂中宏保险的来！MOVE 律动随心 保障随行,Reader,http://weibo.com/5975071841/E5cHIzPKb?refer_flag=1001030103_&type=comment#_rnd1472116925370,Neutral,G,Sponsored Events,Sina
Weibo_P_1216,08/25/2016,2120,财务招聘 ,"【财融圈 热门职位】 #上海全职##税务招聘# 中宏人寿保险有限公司招聘【增值税管理岗】, 2016-10-31 截止，@财融圈@财融圈招聘@财务招聘@金融招聘，投递请登录财融圈O网页链接 ",Reader,http://weibo.com/5376090948/E5erejwDR?type=comment#_rnd1472133284565,Neutral,G,Recruitment,Sina
Weibo_P_1217,08/26/2016,741,王54175 , 中宏保险20周年庆回馈活动，200万壕礼 等您拿：  无需购买任何产品  无需关注任何帐号  无需提供任何截屏  只要动动手指，人人都有礼！中奖 100%！  携程5000元礼品卡  Blueair 空气净化器  迪卡侬1000元购物卡  新秀丽拉杆箱 赶快通知你所有的朋友一起参加吧！ ,Reader,http://weibo.com/5895940940/E5ivnkb5A?refer_flag=1001030103_&type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1218,08/26/2016,1147,张佑斌武汉彬彬莜莉,2016中国国际互联网+金融展览会于8月4-7日在北京中国国际展览中心盛大举行。中宏保险作为国内首家中外合资寿险公司，亦是参加本次展会唯一一家保险企业，携中宏产品、服务及数字化创新举措在4号展馆精彩亮相。『[中宏保险]亮相2016互联网金融博览会』O[中宏保险]亮相2016互联网金融博览会 ,Reader,http://weibo.com/2997830280/E5k7rbA6J?refer_flag=1001030103_&type=comment,Neutral,G,Corporate News,Sina
Weibo_P_1219,08/26/2016,1533, 汤米米汤1118 ,中宏20周年庆特大惊喜！[good][good][good] 亚州首创，Move中宏（宏运会）计划即将上线！ 成为中宏保险Move会员，可免费申领Misfit智能手环，达到日均5000步-10000步，即可免费获得10～20万防癌保障！ 爱运动、爱健康的朋友们，可以咨询我了[阴险][阴险]咨询热线13157139198 2杭州·德胜路,Reader,http://weibo.com/2452584192/E5lB5dvmX?refer_flag=1001030103_&type=comment#_rnd1472200108701,Neutral,G,Sponsored Events,Sina
Weibo_P_1220,08/26/2016,1921, starsky100 ,终于觅得一款心仪的智能手环️全球十大健康手环品牌之一Misfit️赶快加入成为中宏保险MOVE「宏运会」会员，即刻拥有TA吧！健康生活和保险保障二合一💕律动随心，保障随行 快来加入我们，免费保障走出来[强] ,Reader,http://weibo.com/1822134592/E5n5vkXkT?refer_flag=1001030103_&type=comment#_rnd1472216896431,Neutral,G,Sponsored Events,Sina
Weibo_P_1221,08/27/2016,1717,郑少艾Ai_Saul  ,"中宏保险，保险行业的模范生！
 宏图家族，绵阳保险市场最专业的团队之一！
         始于08年，用八年时间沉淀同磨砺！今日正式挂牌成立！
        我们立志打造一支团结，专业，高素质，并最具幸福感的团队[玫瑰]
        我们秉承一切源于价值，成人达己的理念，欢迎更多有梦想，愿意挑战的伙伴加入[握手] ",Reader,http://weibo.com/1933773993/E5vHOmwh7?refer_flag=1001030103_&type=comment#_rnd1472389425897,Neutral,G,Recruitment,Sina
Weibo_P_1222,08/28/2016,1508,桃生源彭彭 ,晒下我的大奖，以免误删找不到了@中宏保险 2临沂 ,Reader,http://weibo.com/6004415281/E5EhZ35v2?refer_flag=1001030103_&type=comment#_rnd1472389554065,Neutral,G,Sponsored Events,Sina
Weibo_P_1223,08/28/2016,2137,聊城大学数科院分团委,#青春建功十三五 携手共筑中国梦##激情数科，青春洋溢#为了解公司管理理念，增进同学们对公司管理工作的认识与了解，为以后更好地进入公司工作打下基础。8月16日，数学科学学院社会实践小分队前往中宏保险公司开展“探寻经营之道”活动。@山东团省委学校部 @聊城大学共青团,Reader,http://t.qq.com/p/t/506734051802380,Neutral,G,Corporate Brands,Tencent
Weibo_P_1224,08/30/2016,1856,私人定制规划师Ainnce ,【中宏保险20周年回馈活动第二弹】[愉快]凡18周岁以上成年人“即日起”投保重大疾病险，保额超过20万，以标准体审核通过将会免费获得最新MISFIT运动手环一支 同时 日均步数5000+免费获得10万防癌险 日均步数7000+免费获得15万防癌险 日均步数10000+免费获得20万防癌险 2上海·嘉城 ,Reader,http://weibo.com/1737572555/E5YDn9Bd6?refer_flag=1001030103_&type=comment#_rnd1472558303126,Neutral,G,Sponsored Events,Sina
Weibo_P_1225,08/31/2016,1151, 瑛行 ,首次向博友们求助[抱拳][抱拳][抱拳]本众筹发起人是中宏保险德阳机构的寿险代理人，其三位至亲先后患重大疾病，整个家庭临近坍塌边缘[泪][泪][泪]情况属实，非常感谢您的爱心援助提示好朋友们：务必在身体健康能通过核保时购买足额、且可以多次赔付的重大疾病保险,Reader,http://weibo.com/1225714964/E65hw4UJa?refer_flag=1001030103_&type=comment,Neutral,G,Ads/Marketing,Sina
Weibo_P_1226,08/31/2016,2211,瑛行,Repost 1st：首次向博友们求助[作揖]本众筹发起人是中宏保险德阳机构的寿险代理人，其三位至亲先后患重大疾病，整个家庭临近坍塌边缘[泪][泪][泪]情况属实，非常感谢您的爱心援助提示好朋友们：务必在身体健康能通过核保时购买足额、且可以多次赔付的重大疾病保险,Reader,http://weibo.com/1225714964/E69l8Banj?refer_flag=1001030103_&type=comment,Neutral,G,Ads/Marketing,Sina
Weibo_P_1227,08/04/2017,1138,我们都被忘了都被时间忘记了 ,"中宏保险团队棒棒哒   
   整个上午持续作战  
团队意识非常强 队友互相配合
不怕热，不怕苦 L秒拍视频 ​​​​ ",Reader,http://weibo.com/2737650567/FfwbJoFoz?type=comment,Neutral,G,Corporate Brands,Sina
Weibo_P_1228,08/04/2017,1425,"CD日嚐甜品-泸州店 
","中宏保险x日嚐甜品
#日嚐甜品泸州店##泸州专业烘焙培训# ​ ",Reader,http://weibo.com/1658328794/FfxhvCDOE?refer_flag=1001030103_&type=comment#_rnd1501832719062,Neutral,G,Sponsored Events,Sina
Weibo_P_1229,08/04/2017,1745,澹台葳蕤   ,"💞 【中宏保险第二季度的理赔数据[good][good]】
可以看到以下几点：
1、中宏的理赔率一直是行业的No.1，92%。
2、中宏的理赔速度一直是行业的No.1，92%在一个工作日内赔付到位。
3、市场的寿险和重疾保额还是偏低的。希望大家给自己配置好足额、全面的保障。
4、癌症年轻化18-60岁为主，女性比例严重偏高。
中宏几乎从来不做媒体广告，但能实实在在在您需要时给到您支持[拳头]传承自130年加拿大宏利金融的专业经验，值得客户放心托付的中宏保险[good][good][good] 2无锡·太湖街区 ",Reader,http://weibo.com/1558756875/FfyAHBgiw?type=comment#_rnd1501897367638,Positive,G,Customer Service,Sina
Weibo_P_1230,08/06/2017,1953,余子葵Stacy ,中宏保险运动嘉年华，每一次投入，都为健康加分#NBA5V5# ​ ,Reader,http://weibo.com/1999825973/FfShA3VeA?refer_flag=1001030103_&type=comment#_rnd1502025472096,Neutral,G,Sponsored Events,Sina
Weibo_P_1231,08/07/2017,1913, NBA ,#NBA5v5# 南京站第二天，米德尔顿来到中宏保险嘉年华与南京的球迷们亲密互动，参与了7秒连拍，VR游戏等有趣的项目，同时收到了特别的写着自己名字的中文书法作为礼物，喜欢的不得了～作为回礼，米德尔顿也与球迷们各种自拍并且送上签名篮球给到炎炎烈日下的球迷们。#NBASummer# ​​​​ ,Reader,http://weibo.com/1883881851/Fg1rEzGeN?type=comment#_rnd1502155731324,Neutral,G,Sponsored Events,Sina
Weibo_P_1232,08/09/2017,826,罗安蓉,"危难之时，保险公司一马当先[赞][赞][赞]各家保险公司服务电话，希望能帮助到受灾群众。每家保险公司在第一时间都开启了应急理赔！
中国人寿95519
太平洋95500
人保 95518
中国平安95511
泰康人寿95522
中国太平95589
新华人寿95567
中宏保险95583
中英人寿95545
长城人寿95576
阳光保险95510
生命人寿95535
民生保险95596
大地保险95590
安邦财险95569
民安保险95506
中华联合保险95585
安邦保险95569
大众保险95507
华安保险95556
都邦保险95586
永诚保险95552
合众保险95515
大都会保险4008188168
招商信诺4008888288
中荷人寿4008161688
天安人寿4000555800
华夏人寿01095300
永安保险4006300611
同方全球95105768
中意人寿4008889888
正德人寿4008893311
友邦保险4008203588
华泰保险4006095509
中银保险4006995566
锦泰保险4008666555
英大保险4000188688
信诚保险65588598
紫荆保险4008280018
信达保险4008667788
安诚保险400050000
渤海保险4006116666
浙商保险4008666777 ",Reader,http://weibo.com/1309692631/Fgg45lhBO?type=comment#_rnd1502242682364,Neutral,G,Customer Service,Sina
Weibo_P_1233,08/09/2017,600,刘婧Monica,【祈祷】天灾无情，保险有情，风险有时并不远，买一份保险，多一份安心！愿一切安好！【中宏保险 刘婧】 ,Reader,http://weibo.com/1865544330/Fgf6XdPki?type=comment#_rnd1502255076844,Neutral,G,Corporate Brands,Sina
Weibo_P_1234,08/09/2017,1150,中宏人寿-willi,【中宏保险】针对“8.8四川省阿坝州九寨沟县7.0级地震”启动突发事件应急预案 O网页链接 ​​​​ ,Reader,http://weibo.com/1093881477/FghoXpQ3Q?type=comment,Neutral,G,Customer Service,Sina
Weibo_P_1235,08/09/2017,1630,NBA,#NBA5v5# 南京站中宏保险技巧挑战赛很是刺激，既要保证运球速度还要保持激烈运动后传球和投篮的准确性，大家很享受比赛。克里斯-米德尔顿出场为获胜选手颁奖并且送上了签名篮球，他还在运动嘉年华中和球迷进行了很多互动。,Reader,http://weibo.com/1883881851/FgjeEAZYz?type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1236,08/09/2017,1633,微博NBA,#NBA5v5# 南京站中宏保险技巧挑战赛很是刺激，既要保证运球速度还要保持激烈运动后传球和投篮的准确性，大家很享受比赛。克里斯-米德尔顿出场为获胜选手颁奖并且送上了签名篮球，他还在运动嘉年华中和球迷进行了很多互动。#NBASummer#【更多体坛精彩，尽在O微博赛事】LNBA的秒拍视频,Reader,http://weibo.com/6112650844/FgjfM3cdK?type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1237,08/09/2017,1633-1,微博篮球,#NBA5v5# 南京站中宏保险技巧挑战赛很是刺激，既要保证运球速度还要保持激烈运动后传球和投篮的准确性，大家很享受比赛。克里斯-米德尔顿出场为获胜选手颁奖并且送上了签名篮球，他还在运动嘉年华中和球迷进行了很多互动。#NBASummer#【更多体坛精彩，尽在O微博赛事】LNBA的秒拍视频 ,Reader,http://weibo.com/2839107347/FgjfJ5R8i?type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1238,08/12/2017,1528,中宏人寿-willi ,"【中宏2017年上半年】数据报告：
中宏保险全国增长率超过71％，
在外资寿险公司中排位第一！
客户13个月续保率高达94%，位居行业第一！
中宏 值得信赖与托付！ ​ ",Reader,http://weibo.com/1093881477/FgL71llH8?refer_flag=1001030103_&type=comment#_rnd1502526625428,Positive,G,Corporate Brands,Sina
Weibo_P_1239,08/14/2017,832, 唯殇命 ,"危难之时，保险公司一马当先[赞][赞][赞]各家保险公司服务电话，希望能帮助到受灾群众。每家保险公司在第一时间都开启了应急理赔！
中国人寿95519
太平洋95500
人保 95518
中国平安95511
泰康人寿95522
中国太平95589
新华人寿95567
中宏保险95583
中英人寿95545
长城人寿95576
阳光保险95510
生命人寿95535
民生保险95596
大地保险95590
安邦财险95569
民安保险95506
中华联合保险95585
安邦保险95569
大众保险95507
华安保险95556
都邦保险95586
永诚保险95552
合众保险95515
大都会保险4008188168
招商信诺4008888288
中荷人寿4008161688
天安人寿4000555800
华夏人寿01095300
永安保险4006300611
同方全球95105768
中意人寿4008889888
正德人寿4008893311
友邦保险4008203588
华泰保险4006095509
中银保险4006995566
锦泰保险4008666555
英大保险4000188688
信诚保险65588598
紫荆保险4008280018
信达保险4008667788
安诚保险400050000
渤海保险4006116666",Reader,http://weibo.com/5641195077/Fh1fcoIWT?type=comment,Neutral,G,Customer Service,Sina
Weibo_P_1240,08/14/2017,2305, 读研才不会掉头发 ," @萌麻豆宝  @cell本尊  @且歌且行且听风吟  抽到我从此保险只买中宏！
@中宏保险
8月19-20日#NBA5v5# 北京站强势接力、硝烟再起，想到现场一睹球星风采吗？转发本条微博并@ 3位好友就有机会获得现场门票2张！投您所想，保障健康！#中宏保险bestshot# ​​​​

",Reader,http://weibo.com/2689677963/Fh6XmoRrT?type=comment,Neutral,G,Sponsored Events,Sina
Weibo_P_1241,12/01/2014,1420,吉拉果 ,保单贷款，只要是13家人寿保险公司的保险：中国人寿、平安、新华、太平洋、泰康、中国人保、中国太平、生命人寿、阳光保险、民生人寿、合众人寿、中宏人寿、友邦保险。以上十三家保险公司的保险，缴费满三年，只需要身份证和保单就可以操作5-30万贷款！财富热线：18866820858,Reader,http://t.qq.com/p/t/446892121974065,Neutral,G,General Mentioned,Tencent
Weibo_P_1242,12/02/2014,542,陈兴林 ,选择大于努力，选择不对，努力白费。不管明天怎么糟，已经过了今天。中宏保险。,Reader,http://t.qq.com/p/t/466617034095305,Neutral,G,Ads/Marketing,Tencent
Weibo_P_1243,12/02/2014,713,snowyc ,【中宏人寿盐城市营销服务部】 (分享自 @QQ空间) http://url.cn/X11JOd,Reader,http://t.qq.com/p/t/451318028375237,Neutral,G,Ads/Marketing,Tencent
Weibo_P_1244,12/02/2014,1152,随手公益-重庆,"【衣暖童心】发往@随手公益-红河 的爱心衣物已装车,希望能为云南山区的孩子们寄去温暖，让这个冬天不再寒冷！随心而为，手留余香！感谢关注公益的社会各界朋友，感谢@大爱清尘-重庆@王克勤@中宏保险 的大力支持，汇聚暖流让冬天有爱！@随手公益基金@大爱清尘@于建嵘@徐昕@重庆李知能@甘华军",Reader,http://weibo.com/2720053512/ByX07nT9q#!/2720053512/ByX07nT9q?type=comment,Neutral,G,Charity Events,Sina
Weibo_P_1245,12/02/2014,1745,蔡英Elin ,【公司喜讯】正在举行的2014上海保险行业年度大奖颁奖盛典，中宏保险公司喜讯不断！ ,Reader,http://weibo.com/2524257142/ByZj752FV?type=comment#_rnd1417518615834,Positive,G,Corporate Brands,Sina
Weibo_P_1246,12/02/2014,2334,无关风月-只为真心 ,中宏保险 - http://url.cn/Z8mjmB,Reader,http://t.qq.com/p/t/456512106258198,Neutral,G,Corporate Brands,Tencent
Weibo_P_1247,12/03/2014,1944,随手公益-上海小管家, @随手公益-上海 收到爱心：东方都市：1201514916781、1201514916780、1201514916775、1201514916778、1201514916779、1201514916777、120151496774、120151496776、120151496772、众楷物流：七件、PA：43671069131、37821235031、40305623931、@中宏保险、@盛世长城中国、谢谢你们的爱心捐赠[心] ,Reader,http://weibo.com/3186018421/Bz9vYj50z?type=comment#_rnd1417610070825,Neutral,G,Charity Events,Sina
Weibo_P_1248,12/04/2014,1645,丹丹 ,中宏人寿获2014上海保险行业年度大奖 2014-12-03 万士家 Guy_Mills 日前，“2014上海保险行业年度大奖”评选揭晓。中宏为爱启航/陪伴成长少儿理财计划和中宏长保安康长期疾病保险，分别摘取“最具竞争力少儿险产品年度大奖”、“最受消费者信赖重疾险产品年度大奖”。 作... http://url.cn/ahuRdD,Reader,http://t.qq.com/p/t/450919081158137,Positive,G,Corporate Brands,Tencent
Weibo_P_1249,12/04/2014,2102,蜀西侠客,http://t.cn/RzSlZ4L 永春禅文化传播有限公司（国学文化推广），成都心洲文化传播有限公司（企业培训，总裁班）成都理想茶院，成都渊森文化传播有限公司（德充符会馆，企业策划，培训，营销，国学，养生），法国克罗莉丝面膜，中宏保险公司，共同推广国学传统文化：茶道，茶文化，养生，静修 ,Reader,http://weibo.com/2288702995/BzjsmyZQQ?type=comment,Neutral,G,General Mentioned,Sina
Weibo_P_1250,12/04/2014,2110,徳充符会馆,平台文化交流永春禅文化传播有限公司（国学文化推广），成都心洲文化传播有限公司（企业培训，总裁班）成都理想茶院，成都渊森文化传播有限公司（德充符会馆，企业策划，培训，营销，国学，养生）法国克罗莉丝面膜，中宏保险公司，共同推广国学传统文化：茶道，茶文化，养生，静修 ,Reader,http://weibo.com/3600072134/Bzjvu8Bui?type=comment,Neutral,G,General Mentioned,Sina
