Case_ID,PUBLISH DATE,PUBLISH TIME,AUTHOR,COMMENT,SOURCE,TYPE,SENTIMENT,COMMENT TYPE,AREAS AFFECTED
Weibo_M_507,04/14/2016,1227,五二八一00,"转发微博





@中宏保险 

[保险讲堂]如何挑选好的代理人？好的代理人应具备专业性，可以精确地理解保险条款以及相关法律法规，引导消费者正确理解保险条款和相关权益，并在索赔时为消费者提供专业意见；能成为消费者的理财顾问，根据需求为消费者度身定制保险方案，同时处理好保险保障、银行储蓄和投资之间的关系和比例。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_508,04/14/2016,1228,五二八一00,"转发微博





@中宏保险 

【午睡五大好处】1午睡片刻有助降低血压。2每周至少3次，每次午睡30分钟，可使因心脏病猝死的风险降低37%。3午睡不但可以消除疲劳，还能增强记忆力。4中午1点睡个短觉，可增强免疫细胞活跃性。5午后打盹可改善心情，降低紧张度，缓解压力，有效赶走抑郁情绪。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_509,04/14/2016,1230,五二八一00,"转发微博





@中宏保险 

【保险理念】生命无价，保险帮我们进行量化。请记住，你不是买保险，而是在存一笔救命金；保险这笔钱不是给保险公司的，而是存下来给你自己，给十年后、二十年后的你和你的家人。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_510,04/14/2016,1231,五二八一00,"转发微博





@中宏保险 

【保险理念】出门在外，遇到暴雨，最怕没有带伞，被淋成落汤鸡，所以，人们喜欢带一把伞预备着，下雨的时候可以帮上大忙，即使不下雨，放在包里某个不起眼的角落，不碍事儿，却能让出门的人心里多一份安宁。保险是一把伞，一把风雨来临时为我们遮挡风雨的伞。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_511,04/14/2016,1231-1,五二八一00,"转发微博





@中宏保险 

【保险知识】即使便宜也不能贪多，买附加险要注意三个问题：首先要注意附加险的时效性，看看附加险的保障期限和主险是不是一致的。其次，还要关注附加险的保费豁免条款。最后，如果是购买附加的住院医疗险，还需要注意赔付的比例限制。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_512,04/14/2016,1231-2,五二八一00,"转发微博





@中宏保险 

【育儿】不要以为只有你们同儿童谈话、教训他、命令他的时候，才是进行教育。你们是在生活的每时每刻，甚至你们不在场的时候，也在教育着儿童。你们怎样穿戴，怎么同别人谈话，怎样谈论别人，怎样欢乐或发愁，怎样对待朋友和敌人，怎样笑，怎样读报，这一切对儿童都有着重要意义。 —马卡连柯",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_513,04/14/2016,1231-3,五二八一00,"转发微博





@中宏保险 

【水是最好的“药”】一个震惊世界的医学发现！色斑：清晨一杯凉白开；感冒：要喝比平时更多的水；便秘：大口大口喝水；恶心：用盐水催吐。发热：间断性、小口补水为宜；肥胖：餐后半小时多喝水；咳嗽：多喝热水；失眠：洗澡泡脚，热水是强效安神剂；烦躁：多喝水；心脏病：睡前一杯水。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_514,04/14/2016,2103,沈阳英国可卡可乐 ,"转发微博





@中宏保险 

买保险的七大误区，你中招了吗？
1、太注重投资回报；2、只给孩子买保险；3、有积蓄不用买保险；4、身体好不用买保险；5、有社保不用买保险；6、买保险不出事就亏了；7、一味贪图便宜。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_515,04/15/2016,2243, 五二八一00, [保险讲堂]免体检限额是指保险人根据被保险人的年龄分布确定的一个保险金额上限，如在投保申请过程中某个被保险人的保险金额不超过这个上限并且无任何告知异常，保险人将无需对被保险人体检。对于被保险人来说，可以省去不少麻烦，省时省事。,Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_516,04/15/2016,2244, 五二八一00,[保险讲堂]保单转换是指保险合同生效后，经保险人同意，投保人将原保险合同转换成同一家保险公司的其他保险合同的行为，通常对被保险人在转换时的年龄有限制。通过保单转换调整保险，其新保单的投保年龄与原保单相同，保险公司一般不会进行二次核保，按照投保人初次投保时的核保等级来进行费率计算。,Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_517,04/16/2016,2222,ellie_cheng,"转发微博 @中宏保险
买保险的七大误区，你中招了吗？
1、太注重投资回报；2、只给孩子买保险；3、有积蓄不用买保险；4、身体好不用买保险；5、有社保不用买保险；6、买保险不出事就亏了；7、一味贪图便宜。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_518,04/16/2016,2330,姜雪猫,请问我想给我四个月大的女儿买一份终生的重疾险和综合医疗险，还有意外门诊，预算每年2000左右，重疾险赔付20万，缴费年限30年，请问有什么好推荐吗@中宏保险 ，谢谢,Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_519,04/19/2016,1023,miss兰蕊 ,"转发微博 @中宏保险 
白领一族别任性，健康的小船说翻就翻。2015年上海白领体检异常比率高达94.91%，体重超重、脂肪肝和脂肪浸润以及血尿酸偏高占据男性白领检出异常率前三名，乳腺小叶增生、甲状腺异常和外痔是沪上女性白领前三名的健康问题。快戳以下链接，看看如何更好的应对身体亚健康。O白领一族别任性，健康的小船说翻就翻",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_520,04/20/2016,2004,寿险规划朱菁 ,"买保险的误区，你中招了嘛？





@中宏保险 

买保险的七大误区，你中招了吗？
1、太注重投资回报；2、只给孩子买保险；3、有积蓄不用买保险；4、身体好不用买保险；5、有社保不用买保险；6、买保险不出事就亏了；7、一味贪图便宜。",Agent, @My Microblog,Neutral,G,Products/Service
Weibo_M_521,04/21/2016,1135,悟空成长记,"意外险 @中宏保险 

购买人身意外保险不能光图便宜，因为意外险只对保单上责任范围内的意外事故负责，而不是对所有的意外负责。所以，有些意外险产品就采取缩小保障范围的方式来降低价格，实际得到的保障效果却没有提升。意外险身故部分的保障是可以多重赔偿的，可以考虑购买多份意外险。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_522,04/21/2016,2256,定期旅行,"转发微博
@中宏保险
感激伤害你的人，因为他磨练了你的心志。感激欺骗你的人，因为他增进了你的见识。感激鞭打你的人，因为他消除了你的业障。感激遗弃你的人，因为他教导了你应自立。感激绊倒你的人，因为他强化了你的能力。感激斥责你的人，因为他助长了你的定慧。感激所有使你坚定成就的人。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_523,04/22/2016,2124,"


中宏人寿Jam胡 ","转发微博@中宏保险 
每年的保费支出占总体收入的多少合适呢？在国际上有一个黄金分割线，保费支出的黄金分割线为占年收入的15%，最多不要过 35%，15%到25%之间是比较合适的。随着收入增加，购买保险的预算也会相应增加，就能为自己买到更多的保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_524,04/23/2016,624,"


Miss-CandyDI ","转发微博
@中宏保险 
盲目的退保往往会让你经济上蒙受损失，按《保险法》规定，已交满两年以上保险费的，退保时退还保险单的现金价值，未交满两年保险费的，退保时扣除手续费后，退还所交剩余保险费。此外，再投保时交费标准往往会提高，重新投保时的保险权益可能受到某些限制，甚至重新投保时可能会被拒保。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_525,04/23/2016,918,云之天辰,"缴费帐号怎么改
卡换了
13801415009
",Reader,Private Message,Neutral,G,Customer Service
Weibo_M_526,04/23/2016,1235,倩影伊人87 ,"转发微博@中宏保险 
【育儿】若你想让孩子有一颗感恩的心，就该经常让他经历等待和渴望的过程。如今很多孩子刚学会走路，大人已经迫不及待地给他买好了儿童自行车，如此孩子会认为他得到这些都是理所当然的。经历不到内心长久渴望被满足的那份喜悦，因此很难被满足，跟他一起生活的人会很辛苦。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_527,04/23/2016,2344,MM不乐,"转发微博 @中宏保险
盲目的退保往往会让你经济上蒙受损失，按《保险法》规定，已交满两年以上保险费的，退保时退还保险单的现金价值，未交满两年保险费的，退保时扣除手续费后，退还所交剩余保险费。此外，再投保时交费标准往往会提高，重新投保时的保险权益可能受到某些限制，甚至重新投保时可能会被拒保。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_528,04/23/2016,2345,MM不乐,"转发微博 @中宏保险
最便宜的防癌处方：1、喝豆浆；2、每天走路1小时；3、每天喝6杯水；4、就着葱蒜来吃饭；5、每天晒15分钟太阳；6、每天4杯绿茶；7、一口饭嚼30次；8、每天睡够7小时；9、少吃点糖。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_529,04/23/2016,2346,MM不乐,"转发微博 @中宏保险
#阅读障碍#常表现为孩子的视觉、听觉、大脑神经功能出现了障碍，常表现为: 1、有不良的阅读习惯；2、在朗读的时候，口齿不清，不能控制自己的音量；3、朗读时经常出错；4、很难记住一个字或词，即使记住了，不一会儿又忘了；5.注意力不集中，听写能力非常差，经常处于跳跃性思维，没有顺序感。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_530,04/23/2016,2346-1,MM不乐,"转发微博 @中宏保险
每年的保费支出占总体收入的多少合适呢？在国际上有一个黄金分割线，保费支出的黄金分割线为占年收入的15%，最多不要过 35%，15%到25%之间是比较合适的。随着收入增加，购买保险的预算也会相应增加，就能为自己买到更多的保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_531,04/23/2016,2355,MM不乐,"转发微博 @中宏保险
给孩子买保险，主要解决健康保险问题：1、门诊医疗发生概率高，损失小，可酌情购买；2、重疾对家庭财务影响最大，虽然发生概率低，建议越早买越高，额度尽量买够；3、住院医疗险应该买，但产品差异大，购买时须注意用药范围、是否保证续保、免赔额、报销额度和比例等问题。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_532,04/23/2016,2355-1,MM不乐,"转发微博 健康险购买误区：1、先考虑买便宜的医疗险；2、我还年轻，不用考虑重疾险。
其实保险规划应遵循顺位选择原则，按风险大小来分，风险越大，越应该将风险转移出去。重疾保障必须趁早规划，第一份健康医疗险，选择重疾险才能发挥更大的保障意义。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_533,04/23/2016,2355-2,MM不乐,"转发微博 @中宏保险
健康险购买误区：1、先考虑买便宜的医疗险；2、我还年轻，不用考虑重疾险。
其实保险规划应遵循顺位选择原则，按风险大小来分，风险越大，越应该将风险转移出去。重疾保障必须趁早规划，第一份健康医疗险，选择重疾险才能发挥更大的保障意义。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_534,04/25/2016,339,沈阳英国可卡可乐 ,"转发微博 @中宏保险 

“打鼾”严重会让慢性病发病风险翻倍!在某种程度上，打呼噜是睡眠障碍的一种，患有睡眠呼吸障碍疾病的患者罹患心血管疾病和脑血管疾病的风险均是正常人的双倍。预防和治疗“打呼噜”控制体重至关重要，建议进行终身的体重管理。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_535,04/25/2016,913,Y宝宝地盘 ,"转发微博 @中宏保险 

最便宜的防癌处方：1、喝豆浆；2、每天走路1小时；3、每天喝6杯水；4、就着葱蒜来吃饭；5、每天晒15分钟太阳；6、每天4杯绿茶；7、一口饭嚼30次；8、每天睡够7小时；9、少吃点糖。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_536,04/25/2016,1346,大米米Aimee ,"转发微博 





@中宏保险 

买保险的七大误区，你中招了吗？
1、太注重投资回报；2、只给孩子买保险；3、有积蓄不用买保险；4、身体好不用买保险；5、有社保不用买保险；6、买保险不出事就亏了；7、一味贪图便宜。 ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_537,04/25/2016,1802,云之天辰,"
你好，请提供邮箱，我有转帳授书要发过去
      
",Reader,Private Message,Neutral,G,Customer Service
Weibo_M_538,04/26/2016,546,candy专用小马甲,"//@蓉儿6066:平安诈骗北京市民千人 ，金额十三亿，恳请政府彻查。
@静待花开6066
大家看看负责任的公司是如何进入世界500强的@中宏保险 @中国人保财险 @安邦保险 @保险 @保险圈 『平安保险不保险，推诿扯皮，无人管！』O平安保险不保险，推诿扯皮，无人管！",Reader, @My Microblog,Neutral,G,Corporate Brands
Weibo_M_539,04/27/2016,1036,qinth,"年金保险在被保险人18岁前，年金的给付所得为投保人，咨询:被保险人18后，年金给付所得是否还可以为投保人，既投保人作为生存受益人，拥有年金处置权？
评论我的微博：[保险讲堂]年金保险在被保险人生存期间，保险人按照合同约定的金额、方式，在约定期限内，有规则的、定期的向被保险人给付保险金的保险。从本质上讲，年金保险并不是真正意义上的保险，而是人们通过寿险公司进行的一项投资，保险公司为客户提供一定收益保障，保障内容取决于投保人所购买的年金类型。",Reader,Received Comment,Neutral,G,Customer Service
Weibo_M_540,04/27/2016,1040,qinth,59008337@qq.com,Reader,Private Message,Neutral,G,Contact Information
Weibo_M_541,04/27/2016,1519,大燕子2037 ,"//@中宏保险王春妹://@RFC薛凡:转发微博





@中宏保险 

【保险是什么】保险是一种财务安排.金融行业包括:银行、证券和保险.银行主要职能是结算;证券主要职能是增值;保险主要职能是保值.钱放在哪里是一种金融资产的配置与安排,而配置的比例要根据其人生阶段和理财目标决定.存银行不是消费,买证券不是消费,那购买保险更不是消费!保险是金融资产的一种存在形式.",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_542,04/27/2016,1730,可乐20121229 ,"转发微博





@中宏保险 

购买人身意外保险不能光图便宜，因为意外险只对保单上责任范围内的意外事故负责，而不是对所有的意外负责。所以，有些意外险产品就采取缩小保障范围的方式来降低价格，实际得到的保障效果却没有提升。意外险身故部分的保障是可以多重赔偿的，可以考虑购买多份意外险。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_543,04/27/2016,2101,徐纯STEPHEN,态度很不诚恳，没有阐述事情发生起因、经过及处理结果。把客户资料张冠李戴属于严重事故，请认真对待！@中宏保险 @保监微新闻 @消费者权益保护 @上海虹口 ,Reader, @My Microblog,Negative,G,Customer Service
Weibo_M_544,04/28/2016,741,可乐20121229,"转发微博 @中宏保险
#阅读障碍#许多患阅读障碍症的孩子会被家长和老师误以为是智力缺陷,但阅读障碍并不代表智力低下,史上和“阅读障碍”相关的名人有不少，包括爱迪生、爱因斯坦和丘吉尔等等，他们曾因有此障碍而学习成绩不佳，算不上老师眼中的标准好学生。实际上，不少患有阅读障碍的孩子极具艺术或数模方面的天赋。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_545,04/28/2016,904,可乐20121229 ,"转发微博





@中宏保险 

[保险讲堂]年金保险在被保险人生存期间，保险人按照合同约定的金额、方式，在约定期限内，有规则的、定期的向被保险人给付保险金的保险。从本质上讲，年金保险并不是真正意义上的保险，而是人们通过寿险公司进行的一项投资，保险公司为客户提供一定收益保障，保障内容取决于投保人所购买的年金类型。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_546,04/28/2016,806,徐纯STEPHEN,13901688752,Reader,Private Message,Neutral,G,Contact Information
Weibo_M_547,04/28/2016,1134,吴氏矛盾,"转发微博





@中宏保险 

把这10个气质传给孩子，胜过10栋房子：1、会耐心地倾听；2、常勤快地阅读；3、可以和任何人沟通；4、会写；5、自己能解决生活问题；6、养成严谨的性情；7、懂得彼此尊重，懂得自我反省；8、有环保观念，要留给下一代一个完好的地球；9、影响并带动周围的人；10、与外界友好地接触。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_548,04/28/2016,1326,徐纯STEPHEN,chunqinwuyu@163.com,Reader,Private Message,Neutral,G,Contact Information
Weibo_M_549,04/30/2016,3,MM不乐 ,"转发微博





@中宏保险 

45岁前要买好哪些保险？1、大病医疗险，发生重大疾病时，商业保险是基本医疗保险最有效的补充；2、养老保险，社会养老保险只能解决基本生活，补充养老保险能进一步保障退休后的生活标准；3、投资理财险，提高资产收益，积累更多的财产；4、寿险保障，给家庭带来多一份的保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_550,04/30/2016,4,MM不乐 ,"转发微博





@中宏保险 

投保的基本常识：投保人年龄必须以周岁为准，计算公式如下：1、当起保日期在生日之前：年龄=投保年份-出生年份-1；2、当起保日期在生日之后：年龄=投保年份-出生年份；3、如发生起保日期与生日为同一天，则按后者计算。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_551,04/30/2016,5,MM不乐 ,"转发微博





@中宏保险 

意外伤害险和意外伤害医疗险不是一码事：意外伤害保的是身故、伤残、烧烫伤，伤残和烧烫伤按照等级来确定赔付金额。意外伤害医疗是用来报销因意外伤害导致的医疗费用的。所以如果你没有投保意外伤害医疗险，那么因意外伤害导致的医药费是不管报销的。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_552,04/01/2017,926,龙哥一向笑而不语,贵公司还要点儿脸不要了？这是贵公司的业绩？贵公司的员工都在太平做业务的？作为财险同业都表示不齿。,Reader,Received Comment,Negative,G,Corporate Brands
Weibo_M_553,04/01/2017,942,casper0172,中宏保险，你们还能要点脸不！ 配图可是人家太平人寿四川分公司的业绩好不好！ 拜托你们招人的时候能先考考小学数学教学不！？别什么人都要！,Reader,Received Comment,Negative,G,Corporate Brands
Weibo_M_554,04/01/2017,1003,园园圈圈儿园园,不要脸是一回事，另外你抄袭好歹也认真仔细一点啊～数学学不好？那就别发消息，丢人现眼的[哈哈][哈哈]90天200亿，有这实力吗你们,Reader,Received Comment,Negative,G,Corporate Brands
Weibo_M_555,04/01/2017,1005,折好心上路,我只能呵呵了！什么样的公司招什么样的人！就这样的公司这样的数学水平就不要出来丢人现眼了好不啦！！ ,Reader,Received Comment,Negative,G,Corporate Brands
Weibo_M_556,04/01/2017,1017,久娜娜是我,你们要脸不？中宏保险？,Reader,Received Comment,Negative,G,Corporate Brands
Weibo_M_557,04/05/2017,2052,加拿大服装师may,"[ali狂笑]
评论我的微博：【保险凭证是什么？】保险凭证是保险人出具给被保险人以证明保险合同已有效成立的文件，是简化的保险单，与保险单具有相同的效力。保险凭证一般适用于保险人承揽团体保险业务时，一般对团体中每个成员签发保险凭证，作为参加保险的证明。",Reader,Received Comment,Neutral,G,Products
Weibo_M_558,04/08/2017,1330,加拿大服装师may,"[ali嘘嘘嘘][ali嘘嘘嘘]
评论我的微博：春季气温的变化大，冷热交替，很容易感冒而引起咳嗽。许多人天天从吃板蓝根来预防感冒，殊不知，感冒其实也分寒热、风热感冒、病毒性感冒。如果是风寒类感冒服用板蓝根 无异于雪上加霜。现代人大多是寒性体质，一到春天阳气生发的季节还要用板蓝根增加体内寒气，不如多喝红糖姜茶暖身。
",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_559,04/11/2017,932,张晓钰江苏歌迷分会 ,中国大陆又出现低下无耻的企业——中宏卓业集团！大家注意了，这个逼公司要把海洋动物买过来关在有限的空间让它们生不如死！弄这种低级的娱乐项目给中国丢脸！导致别的国家都瞧不起和憎恨中国，这个中宏卓业集团必须倒闭！[拳头][拳头][拳头]@中宏卓业集团 @中宏屹诚 @中宏投资 @中宏保险 ,Reader, @My Microblog,Neutral,G,Corporate Brands
Weibo_M_560,04/11/2017,1326,温哥华现货,定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。 终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意...展开,Reader,Received Comment,Neutral,G,Products
Weibo_M_561,04/12/2017,137,胡闹20160523,"转发微博
@中宏保险
【疾病写在脸上！14个部位告诉你到底哪不好了】脸上长痘、长斑、面色晦暗都是令人苦恼的事，然而仅凭“头痛医头，脚痛医脚”的逻辑却无法彻底摆脱这些烦恼。整理皮肤、营养专家意见绘制的#脸部问题地图#↓↓ 对号入座，转人民网。 ​",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_562,04/12/2017,921,温哥华现货,评论我的微博：【收藏：养胃也有时间表】①7:00：喝杯温开水，促进胃肠蠕动；②8:00：早餐要吃好，最好在起床后1小时内，与午餐间隔4小时；③12:00：饭后休息一会，不宜立即午睡；④16:00：补充一点点心、水果，加餐最保“胃”；⑤19:00：晚餐后站立半小时；⑥22:00： 睡前尽量别进食。,Reader,Received Comment,Neutral,G,Health Information
Weibo_M_563,04/12/2017,924,温哥华现货,评论我的微博：春季气温的变化大，冷热交替，很容易感冒而引起咳嗽。许多人天天从吃板蓝根来预防感冒，殊不知，感冒其实也分寒热、风热感冒、病毒性感冒。如果是风寒类感冒服用板蓝根 无异于雪上加霜。现代人大多是寒性体质，一到春天阳气生发的季节还要用板蓝根增加体内寒气，不如多喝红糖姜茶暖身。,Reader,Received Comment,Neutral,G,Health Information
Weibo_M_564,04/13/2017,1904,苏彼72296 ,"收藏 
@中宏保险 
定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。
终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意 ​...展开全文c ",Reader, @My Microblog,Neutral,G,Products
Weibo_M_565,04/13/2017,1911,苏彼72296 ,"家庭主妇为家里付出太多，更应该有保障 
@中宏保险 
有人觉得家庭主妇的保险保障不太重要，其实并不是这样的。有些人成为家庭主妇的原因是有两个孩子照顾不过来必须牺牲事业照顾孩子，这类人一定要尽早买保险，因为家里太需要她了，一旦遇到风险，家庭的艰难可想而知。此外，据统计，家庭主妇生病的机率高于职业妇女，因此，家庭主妇也必须买保险。如果之前购买过意外险，那么在早先购买的意外险的基础上，可以适当增加医疗保障。因为此刻已组建了家庭，支出更多，如果遇到生病，经济压力势必较大，医疗健康险在这个阶段很重要，尤其是要为自己做一个重疾险规划，近年来，除了一些常见的妇科疾病，乳腺癌、子宫内膜癌、卵巢癌等重疾成为危害她们健康的几大“杀手”。",Reader, @My Microblog,Neutral,G,Products
Weibo_M_566,04/13/2017,1912,苏彼72296 ,"一家之主 
@中宏保险 
一家之主是家里的主心骨，是精神支柱更是经济支柱，如果因为疾病、意外而无法工作，整个家庭都可能遭受经济危机，所以，一家之主必须买保险，哪怕自己遇到风险，也能让家人继续维持生活。针对这种情况，可考虑购买保障性强的终身寿险和定期寿险，并附加一定的意外险，还应安排自己的健康保险。 ​ ",Reader, @My Microblog,Neutral,G,Products
Weibo_M_567,04/14/2017,1142,huangshaojin,"转发微博 





@中宏保险 

定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。
终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意 ​…",Reader, @My Microblog,Neutral,G,Products
Weibo_M_568,04/15/2017,644,加拿大服装师may,"[ali欠揍][ali欠揍]
评论我的微博：定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。 终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意...展开
",Reader,Received Comment,Neutral,G,Products
Weibo_M_569,04/15/2017,647,加拿大服装师may,"[ali坏笑][ali坏笑]
评论我的微博：【收藏：养胃也有时间表】①7:00：喝杯温开水，促进胃肠蠕动；②8:00：早餐要吃好，最好在起床后1小时内，与午餐间隔4小时；③12:00：饭后休息一会，不宜立即午睡；④16:00：补充一点点心、水果，加餐最保“胃”；⑤19:00：晚餐后站立半小时；⑥22:00： 睡前尽量别进食。
",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_570,04/15/2017,2340,奥黛丽小姐是Yvonne,"干货
@中宏保险
定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。
终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意 ​…",Reader, @My Microblog,Neutral,G,Products
Weibo_M_571,04/18/2017,1543,用户6210965372,"请问我去年买了你们中宏保险一年了，要是想退的话能退多少钱，交的是七千多的。
",Reader,Private Message,Neutral,G,Customer Service
Weibo_M_572,04/19/2017,1659,用户6204383332,"腻害了[笑cry]


评论我的微博：【收藏：养胃也有时间表】①7:00：喝杯温开水，促进胃肠蠕动；②8:00：早餐要吃好，最好在起床后1小时内，与午餐间隔4小时；③12:00：饭后休息一会，不宜立即午睡；④16:00：补充一点点心、水果，加餐最保“胃”；⑤19:00：晚餐后站立半小时；⑥22:00： 睡前尽量别进食",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_573,04/19/2017,1735,shero--璐 ,"转发微博 





@中宏保险 



年轻人在追求梦想努力工作的同时，往往容易忽略保障的一面。这个阶段的保险需求主要考虑意外风险保障，以减少因意外导致的直接或间接经济损失。对于保险费预算不多的单身青年们，保险需求可以单纯一些。这类保险保费低、保障高，保障是否充足的衡量标准是保额一般应高于你年收入的3倍。如果公司未提供这类保险，则应趁着自己年轻购买一些意外伤害保险。另一方面，倘若父母需要你赡养，则须同时考虑购买一些定期寿险，确保在意外发生时，用你的保险金支持你父母的生活。收起全文d",Reader, @My Microblog,Neutral,G,Products
Weibo_M_574,04/21/2017,1602,淘宝抢购,"[花][花][花][花]
评论我的微博：定期寿险更适合于收入较低而保险需求(通常来自家庭责任)较高的人群，可以让大家在家庭责任最重大时期，以较低的保费获得最大的保障。 终身寿险比较合适于有较强保费负担能力、有遗产规划需求的投保人。一是它在被保险人死亡后才赔付。二是作为保险受益金赔付给指定受益人，不仅可以完全按照投保人的意...展开
",Reader,Received Comment,Neutral,G,Products
Weibo_M_575,04/21/2017,1605,淘宝抢购,"你现在呀[挖鼻屎]
评论我的微博：春季气温的变化大，冷热交替，很容易感冒而引起咳嗽。许多人天天从吃板蓝根来预防感冒，殊不知，感冒其实也分寒热、风热感冒、病毒性感冒。如果是风寒类感冒服用板蓝根 无异于雪上加霜。现代人大多是寒性体质，一到春天阳气生发的季节还要用板蓝根增加体内寒气，不如多喝红糖姜茶暖身。
",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_576,04/21/2017,2355,高龄芳龄高芳玲,"@HeyWANGJIAO
评论我的微博：#MOVE计划# 之【 情侣式仰卧起坐】 MOVE的时候别忘了带上伴侣，表爱意秀体力两不误！ 场地：家中室内 MOVE方法：让伴侣帮忙按住腿脚，调动腹部力量仰卧起坐，顺便来个Kiss，爱意满满。 哼哼，又来了一款虐狗新Style~",Reader,Received Comment,Neutral,G,Sponsored Events
Weibo_M_577,08/01/2014,710,带尾巴的流星,"转发微博
◆
◆
@中宏保险
以平常心看待人生，人生无处不是胜境。给自己一个微笑，给自己一个信心，给自己一份淡然心绪，给自己一种宁静气魄。走过的路长了，遇见的人多了，经历的事杂了。不经意间发现，人生最曼妙的风景是内心的淡定与从容，头脑的睿智与清醒。晚安！",Reader, @My Microblog,Neutral,S,Life Comprehend
Weibo_M_578,08/01/2014,916,happyfly龙,"转发微博
◆
◆
@中宏保险
#百万妈妈在行动#许多我们盼望的东西，可以等待明天。但对贫困的大病儿童，他们的生命随时会因为没有钱来治疗戛然而止。在天使妈妈基金的公益倡议下，中宏保险号召百万妈妈行动起来，每年省下100元，使贫困的大病儿童和我们一样看到每一个美好的明天！|[品牌捐]百万妈妈在行动 @天使妈妈基金",Reader, @My Microblog,Neutral,S,Charity Events
Weibo_M_579,08/01/2014,916-1,happyfly龙,"转发微博
◆
◆
@中宏保险
一条毛毛虫要到河对岸去，可是没有桥，没有船，它如何过？有人回答：“绕路过去。”可这费时费力看起来不怎么可取。亦有人回答：“找片树叶划过去。”这貌似是快捷了许多但似乎显得不切实际。突然有个小孩喊道：“变成蝴蝶飞过去！”众人哗然。 是的，一切都在变，一切皆可变，变则通。早安!",Reader, @My Microblog,Neutral,S,Life Comprehend
